time;ghi;dhi;t_luft;v_wind
2025-01-01 06:40:00;0;0;3.38;8.96
2025-01-01 06:45:00;0;0;3.4;6.76
2025-01-01 06:50:00;0;0;3.48;6.94
2025-01-01 06:55:00;0;0;3.4;8.84
2025-01-01 07:00:00;0;0;3.38;9.16
2025-01-01 07:05:00;0;0;3.36;8.5
2025-01-01 07:10:00;0;0;3.4;8.06
2025-01-01 07:15:00;0;0;3.4;9.02
2025-01-01 07:20:00;0;0;3.36;9.22
2025-01-01 07:25:00;0;0;3.4;6.94
2025-01-01 07:30:00;0;0;3.4;9.8
2025-01-01 07:35:00;0;0;3.34;6.4
2025-01-01 07:40:00;0;0;3.3;8.16
2025-01-01 07:45:00;0;0;3.3;6.94
2025-01-01 07:50:00;0;0;3.3;7.56
2025-01-01 07:55:00;0;0;3.3;8.46
2025-01-01 08:00:00;0;0;3.3;8.22
2025-01-01 08:05:00;1.8;1.6;3.4;7.52
2025-01-01 08:10:00;2;1.2;3.42;7.72
2025-01-01 08:15:00;2;1.8;3.5;8.14
2025-01-01 08:20:00;3.2;2.6;3.5;6.74
2025-01-01 08:25:00;4.4;3.8;3.5;7.4
2025-01-01 08:30:00;6.2;5.8;3.5;8.02
2025-01-01 08:35:00;8.6;8;3.56;6.02
2025-01-01 08:40:00;11;10.4;3.7;6.96
2025-01-01 08:45:00;14.6;13.8;3.76;7.16
2025-01-01 08:50:00;18.4;17.8;3.86;7.66
2025-01-01 08:55:00;21.8;21.2;3.92;6.86
2025-01-01 09:00:00;25;24.4;4.02;7.12
2025-01-01 09:05:00;34.8;33.6;4.16;8.78
2025-01-01 09:10:00;37.4;36;4.2;7.86
2025-01-01 09:15:00;34.8;33.8;4.2;8.32
2025-01-01 09:20:00;27.4;26.8;4.2;6.9
2025-01-01 09:25:00;28.4;28.4;4.26;7.9
2025-01-01 09:30:00;35.4;34.8;4.36;6.72
2025-01-01 09:35:00;41.6;41;4.5;7.44
2025-01-01 09:40:00;59.8;57.8;4.58;7.6
2025-01-01 09:45:00;70.4;67.2;4.66;7.26
2025-01-01 09:50:00;78.8;74.6;4.76;7.2
2025-01-01 09:55:00;82.8;77.2;4.82;7.66
2025-01-01 10:00:00;87.2;80;4.86;6.88
2025-01-01 10:05:00;95.2;84.2;4.98;7.12
2025-01-01 10:10:00;105;91.2;5.1;9.02
2025-01-01 10:15:00;113;100.8;5.2;6.36
2025-01-01 10:20:00;100.6;94.2;5.28;7.48
2025-01-01 10:25:00;71;69.4;5.3;7.76
2025-01-01 10:30:00;62.6;62;5.3;8.48
2025-01-01 10:35:00;67.8;67.4;5.42;6.6
2025-01-01 10:40:00;72.6;72;5.46;7.9
2025-01-01 10:45:00;86;85;5.56;6.94
2025-01-01 10:50:00;91.6;90.2;5.7;7.66
2025-01-01 10:55:00;92;89.8;5.76;8.84
2025-01-01 11:00:00;110.2;102.8;5.84;9
2025-01-01 11:05:00;105.2;99.8;5.96;7.82
2025-01-01 11:10:00;131.4;120;6.04;9.36
2025-01-01 11:15:00;178;151.2;6.08;10.92
2025-01-01 11:20:00;196.2;147.6;6.28;9.94
2025-01-01 11:25:00;120.8;112.4;6.26;9.08
2025-01-01 11:30:00;102.8;99;6.28;9.38
2025-01-01 11:35:00;94.6;92.8;6.3;12.08
2025-01-01 11:40:00;81.2;80.4;6.3;10.7
2025-01-01 11:45:00;80.6;79.6;6.3;11
2025-01-01 11:50:00;82.4;81.4;6.36;9.56
2025-01-01 11:55:00;94.6;93.6;6.4;10.94
2025-01-01 12:00:00;116.2;114.8;6.4;9.82
2025-01-01 12:05:00;126.2;123.8;6.5;8.1
2025-01-01 12:10:00;123;120.6;6.62;7.84
2025-01-01 12:15:00;112.8;110;6.66;8.8
2025-01-01 12:20:00;110;107;6.64;9.64
2025-01-01 12:25:00;106.2;103.6;6.62;7.54
2025-01-01 12:30:00;95.4;94.2;6.64;9.68
2025-01-01 12:35:00;100.2;99;6.7;9.32
2025-01-01 12:40:00;101;99.8;6.7;7.24
2025-01-01 12:45:00;97.6;96.2;6.64;9.18
2025-01-01 12:50:00;114;112;6.64;8.82
2025-01-01 12:55:00;107.6;105.2;6.7;10.74
2025-01-01 13:00:00;96.8;95;6.66;9.7
2025-01-01 13:05:00;106.8;104.6;6.7;9.12
2025-01-01 13:10:00;124.4;122.2;6.7;8.34
2025-01-01 13:15:00;117.4;115.4;6.72;9.36
2025-01-01 13:20:00;103.2;101.6;6.7;9.78
2025-01-01 13:25:00;101.8;100.4;6.7;11.34
2025-01-01 13:30:00;106.4;105.2;6.7;9.28
2025-01-01 13:35:00;103;101.2;6.7;9.16
2025-01-01 13:40:00;92.6;91.6;6.7;9.72
2025-01-01 13:45:00;85.4;84.4;6.7;8
2025-01-01 13:50:00;79.6;78.6;6.62;11.24
2025-01-01 13:55:00;69;68.2;6.6;10.78
2025-01-01 14:00:00;56.2;55.6;6.6;8.28
2025-01-01 14:05:00;45;45;6.6;10.68
2025-01-01 14:10:00;39.8;39.6;6.6;8.5
2025-01-01 14:15:00;39.6;39.4;6.58;8.76
2025-01-01 14:20:00;45.6;45.6;6.6;8.82
2025-01-01 14:25:00;45.2;45;6.6;8.18
2025-01-01 14:30:00;41.4;41.2;6.68;8.52
2025-01-01 14:35:00;35.2;34.6;6.7;8.58
2025-01-01 14:40:00;30.6;30.6;6.68;8.14
2025-01-01 14:45:00;27.2;27;6.66;12.24
2025-01-01 14:50:00;29.2;29.2;6.7;9.1
2025-01-01 14:55:00;27.6;27.6;6.7;10.52
2025-01-01 15:00:00;27.4;27;6.7;7.32
2025-01-01 15:05:00;24;23.6;6.7;8.14
2025-01-01 15:10:00;23.4;23;6.7;8.12
2025-01-01 15:15:00;20.8;20.2;6.76;8.72
2025-01-01 15:20:00;17.2;16.8;6.74;8.48
2025-01-01 15:25:00;13.6;13.2;6.72;9.76
2025-01-01 15:30:00;11.2;10.6;6.8;7.82
2025-01-01 15:35:00;9;8.4;6.7;7.32
2025-01-01 15:40:00;7.6;7.2;6.7;7.12
2025-01-01 15:45:00;5;4.8;6.7;8.72
2025-01-01 15:50:00;3.2;2.6;6.7;7.98
2025-01-01 15:55:00;2.2;1.6;6.7;7.72
2025-01-01 16:00:00;0;0;6.74;6.68
2025-01-01 16:05:00;0;0;6.8;8.32
2025-01-01 16:10:00;0;0;6.8;7.68
2025-01-01 16:15:00;0;0;6.84;9.52
2025-01-01 16:20:00;0;0;6.88;9.92
2025-01-01 16:25:00;0;0;6.9;10.4
2025-01-01 16:30:00;0;0;6.9;9.76
2025-01-01 16:35:00;0;0;6.86;9.12
2025-01-01 16:40:00;0;0;6.82;7.68
2025-01-01 16:45:00;0;0;6.8;10.24
2025-01-01 16:50:00;0;0;6.8;9
2025-01-01 16:55:00;0;0;6.8;8.54
2025-01-01 17:00:00;0;0;6.74;7.46
2025-01-01 17:05:00;0;0;6.7;10.72
2025-01-01 17:10:00;0;0;6.7;7.06
2025-01-01 17:15:00;0;0;6.7;9.64
2025-01-01 17:20:00;0;0;6.7;8.7
2025-01-01 17:25:00;0;0;6.72;12.06
2025-01-01 17:30:00;0;0;6.8;10.86
2025-01-01 17:35:00;0;0;6.74;10.16
2025-01-01 17:40:00;0;0;6.74;9.16
2025-01-01 17:45:00;0;0;6.8;11.4
2025-01-01 17:50:00;0;0;6.86;9.24
2025-01-01 17:55:00;0;0;6.8;9.3
2025-01-01 18:00:00;0;0;6.86;11.76
2025-01-01 18:05:00;0;0;6.9;9.68
2025-01-01 18:10:00;0;0;6.9;9.4
2025-01-01 18:15:00;0;0;6.9;10.32
2025-01-01 18:20:00;0;0;6.9;9.44
2025-01-01 18:25:00;0;0;6.86;11.14
2025-01-01 18:30:00;0;0;6.9;13.02
2025-01-01 18:35:00;0;0;6.9;9.06
2025-01-01 18:40:00;0;0;6.9;11.84
2025-01-01 18:45:00;0;0;6.9;8.28
2025-01-01 18:50:00;0;0;6.9;9.58
2025-01-01 18:55:00;0;0;6.9;9.06
2025-01-01 19:00:00;0;0;6.9;9.6
2025-01-01 19:05:00;0;0;6.9;11.22
2025-01-01 19:10:00;0;0;6.9;10.8
2025-01-01 19:15:00;0;0;6.9;7.54
2025-01-01 19:20:00;0;0;6.9;11.46
2025-01-01 19:25:00;0;0;6.9;12.38
2025-01-01 19:30:00;0;0;6.9;11.1
2025-01-01 19:35:00;0;0;6.9;10.9
2025-01-01 19:40:00;0;0;6.9;9.18
2025-01-01 19:45:00;0;0;6.9;10.62
2025-01-01 19:50:00;0;0;6.98;11.42
2025-01-01 19:55:00;0;0;6.98;10.54
2025-01-01 20:00:00;0;0;7;8.74
2025-01-01 20:05:00;0;0;7;11.04
2025-01-01 20:10:00;0;0;7.1;10.48
2025-01-01 20:15:00;0;0;7.1;10.24
2025-01-01 20:20:00;0;0;7.12;9.72
2025-01-01 20:25:00;0;0;7.2;11.4
2025-01-01 20:30:00;0;0;7.26;10.22
2025-01-01 20:35:00;0;0;7.3;11.68
2025-01-01 20:40:00;0;0;7.36;11.18
2025-01-01 20:45:00;0;0;7.42;10.3
2025-01-01 20:50:00;0;0;7.5;8.2
2025-01-01 20:55:00;0;0;7.52;10.84
2025-01-01 21:00:00;0;0;7.6;11.26
2025-01-01 21:05:00;0;0;7.6;10.58
2025-01-01 21:10:00;0;0;7.6;10.28
2025-01-01 21:15:00;0;0;7.68;10.46
2025-01-01 21:20:00;0;0;7.7;12.34
2025-01-01 21:25:00;0;0;7.74;12.24
2025-01-01 21:30:00;0;0;7.8;13.92
2025-01-01 21:35:00;0;0;7.88;14.4
2025-01-01 21:40:00;0;0;7.9;9.5
2025-01-01 21:45:00;0;0;7.9;11.94
2025-01-01 21:50:00;0;0;7.9;12.08
2025-01-01 21:55:00;0;0;7.9;14.58
2025-01-01 22:00:00;0;0;7.9;11.86
2025-01-01 22:05:00;0;0;7.9;8.92
2025-01-01 22:10:00;0;0;7.9;12.64
2025-01-01 22:15:00;0;0;7.9;11.12
2025-01-01 22:20:00;0;0;7.9;12.42
2025-01-01 22:25:00;0;0;7.9;9.52
2025-01-01 22:30:00;0;0;7.9;8.92
2025-01-01 22:35:00;0;0;7.9;12.66
2025-01-01 22:40:00;0;0;7.96;12
2025-01-01 22:45:00;0;0;7.98;9.18
2025-01-01 22:50:00;0;0;7.9;10.98
2025-01-01 22:55:00;0;0;7.9;11.94
2025-01-01 23:00:00;0;0;7.98;12.2
2025-01-01 23:05:00;0;0;8;11.14
2025-01-01 23:10:00;0;0;8;10.02
2025-01-01 23:15:00;0;0;8;11.12
2025-01-01 23:20:00;0;0;8.08;11.38
2025-01-01 23:25:00;0;0;8.1;8.8
2025-01-01 23:30:00;0;0;8.1;11.16
2025-01-01 23:35:00;0;0;8.18;10.24
2025-01-01 23:40:00;0;0;8.2;8.82
2025-01-01 23:45:00;0;0;8.2;10.38
2025-01-01 23:50:00;0;0;8.26;11.82
2025-01-01 23:55:00;0;0;8.3;12.38
2025-01-02 00:00:00;0;0;8.3;10.68
2025-01-02 00:05:00;0;0;8.3;13.58
2025-01-02 00:10:00;0;0;8.3;12.22
2025-01-02 00:15:00;0;0;8.3;11.28
2025-01-02 00:20:00;0;0;8.3;11.06
2025-01-02 00:25:00;0;0;8.3;12.14
2025-01-02 00:30:00;0;0;8.3;10.7
2025-01-02 00:35:00;0;0;8.4;12.68
2025-01-02 00:40:00;0;0;8.38;10.46
2025-01-02 00:45:00;0;0;8.3;10.86
2025-01-02 00:50:00;0;0;8.3;9.72
2025-01-02 00:55:00;0;0;8.3;11.44
2025-01-02 01:00:00;0;0;8.26;11.18
2025-01-02 01:05:00;0;0;8.2;11.6
2025-01-02 01:10:00;0;0;8.22;11.3
2025-01-02 01:15:00;0;0;8.3;9.94
2025-01-02 01:20:00;0;0;8.2;11.4
2025-01-02 01:25:00;0;0;8.18;11.1
2025-01-02 01:30:00;0;0;8.1;12.38
2025-01-02 01:35:00;0;0;8.1;11.66
2025-01-02 01:40:00;0;0;8.1;11.32
2025-01-02 01:45:00;0;0;8.06;9.82
2025-01-02 01:50:00;0;0;8.1;11.66
2025-01-02 01:55:00;0;0;8.1;9.24
2025-01-02 02:00:00;0;0;8;9.8
2025-01-02 02:05:00;0;0;8;10.78
2025-01-02 02:10:00;0;0;8;10.22
2025-01-02 02:15:00;0;0;7.96;10.4
2025-01-02 02:20:00;0;0;7.86;10.66
2025-01-02 02:25:00;0;0;7.78;9.76
2025-01-02 02:30:00;0;0;7.7;10.36
2025-01-02 02:35:00;0;0;7.68;11.3
2025-01-02 02:40:00;0;0;7.6;9.4
2025-01-02 02:45:00;0;0;7.6;11.38
2025-01-02 02:50:00;0;0;7.6;12.5
2025-01-02 02:55:00;0;0;7.6;11.24
2025-01-02 03:00:00;0;0;7.56;9.82
2025-01-02 03:05:00;0;0;7.46;8.5
2025-01-02 03:10:00;0;0;7.28;10.94
2025-01-02 03:15:00;0;0;7.08;9.94
2025-01-02 03:20:00;0;0;6.84;6.56
2025-01-02 03:25:00;0;0;6.66;7.04
2025-01-02 03:30:00;0;0;6.46;6.36
2025-01-02 03:35:00;0;0;6.3;6.6
2025-01-02 03:40:00;0;0;6.18;6.72
2025-01-02 03:45:00;0;0;6.08;5.94
2025-01-02 03:50:00;0;0;6;7.84
2025-01-02 03:55:00;0;0;6;7.3
2025-01-02 04:00:00;0;0;6;7.3
2025-01-02 04:05:00;0;0;6.06;7.08
2025-01-02 04:10:00;0;0;6.1;6.58
2025-01-02 04:15:00;0;0;6.1;6.4
2025-01-02 04:20:00;0;0;6.1;5.2
2025-01-02 04:25:00;0;0;6.1;7.66
2025-01-02 04:30:00;0;0;6.1;6.84
2025-01-02 04:35:00;0;0;6.1;6.76
2025-01-02 04:40:00;0;0;6.1;6.78
2025-01-02 04:45:00;0;0;6.1;6.12
2025-01-02 04:50:00;0;0;6.1;6.64
2025-01-02 04:55:00;0;0;6.1;6.74
2025-01-02 05:00:00;0;0;6.1;6.14
2025-01-02 05:05:00;0;0;6.1;5.9
2025-01-02 05:10:00;0;0;6.12;6.12
2025-01-02 05:15:00;0;0;6.2;5.4
2025-01-02 05:20:00;0;0;6.2;5.32
2025-01-02 05:25:00;0;0;6.2;6.14
2025-01-02 05:30:00;0;0;6.2;9.38
2025-01-02 05:35:00;0;0;6.28;7.88
2025-01-02 05:40:00;0;0;6.3;7.76
2025-01-02 05:45:00;0;0;6.3;7.72
2025-01-02 05:50:00;0;0;6.3;6.64
2025-01-02 05:55:00;0;0;6.3;7.1
2025-01-02 06:00:00;0;0;6.3;7.82
2025-01-02 06:05:00;0;0;6.36;8.62
2025-01-02 06:10:00;0;0;6.4;8.76
2025-01-02 06:15:00;0;0;6.5;8.88
2025-01-02 06:20:00;0;0;6.5;9.7
2025-01-02 06:25:00;0;0;6.5;10.12
2025-01-02 06:30:00;0;0;6.5;9.3
2025-01-02 06:35:00;0;0;6.5;9.22
2025-01-02 06:40:00;0;0;6.5;9.16
2025-01-02 06:45:00;0;0;6.48;8.26
2025-01-02 06:50:00;0;0;6.34;10.44
2025-01-02 06:55:00;0;0;5.92;12.12
2025-01-02 07:00:00;0;0;5.3;11.58
2025-01-02 07:05:00;0;0;5.06;12.98
2025-01-02 07:10:00;0;0;4.92;6.56
2025-01-02 07:15:00;0;0;4.8;5.02
2025-01-02 07:20:00;0;0;4.7;9.16
2025-01-02 07:25:00;0;0;4.6;7.88
2025-01-02 07:30:00;0;0;4.48;7.86
2025-01-02 07:35:00;0;0;4.38;8.66
2025-01-02 07:40:00;0;0;4.3;7.78
2025-01-02 07:45:00;0;0;4.3;6.16
2025-01-02 07:50:00;0;0;4.3;6.24
2025-01-02 07:55:00;0;0;4.2;5.22
2025-01-02 08:00:00;0;0;4.2;5
2025-01-02 08:05:00;0;0;4.1;6.42
2025-01-02 08:10:00;0;0;4.02;5.58
2025-01-02 08:15:00;1.4;0;3.96;6.36
2025-01-02 08:20:00;2;1.6;3.9;5.32
2025-01-02 08:25:00;3;2.4;3.82;4.88
2025-01-02 08:30:00;3.8;3.4;3.78;4.86
2025-01-02 08:35:00;5;4;3.7;5.82
2025-01-02 08:40:00;5.8;5;3.62;5.06
2025-01-02 08:45:00;7.6;6.8;3.54;6.08
2025-01-02 08:50:00;10.2;9.2;3.5;6.44
2025-01-02 08:55:00;11.6;10.6;3.5;5
2025-01-02 09:00:00;12.4;11.6;3.48;5.86
2025-01-02 09:05:00;13.6;12.6;3.4;5.66
2025-01-02 09:10:00;14.6;14;3.4;5.74
2025-01-02 09:15:00;15.4;14.6;3.34;5.32
2025-01-02 09:20:00;17.8;17;3.3;5.12
2025-01-02 09:25:00;19.6;18.8;3.36;5.26
2025-01-02 09:30:00;22.4;21.6;3.4;5.04
2025-01-02 09:35:00;30.4;29.4;3.36;5.76
2025-01-02 09:40:00;40.4;40;3.3;5.32
2025-01-02 09:45:00;67.2;66.8;3.36;5.7
2025-01-02 09:50:00;81.6;80;3.36;5.36
2025-01-02 09:55:00;72.8;71.4;3.4;5.74
2025-01-02 10:00:00;61.2;60;3.42;3.84
2025-01-02 10:05:00;52.2;51.2;3.4;4.68
2025-01-02 10:10:00;55.8;55.6;3.4;5.7
2025-01-02 10:15:00;71.8;71.4;3.4;4.6
2025-01-02 10:20:00;73.8;72.6;3.4;3.72
2025-01-02 10:25:00;76.6;75.8;3.4;5.14
2025-01-02 10:30:00;81.2;80.2;3.42;4.72
2025-01-02 10:35:00;94.2;91.8;3.5;3.9
2025-01-02 10:40:00;111;101.4;3.6;5.62
2025-01-02 10:45:00;126;107.2;3.68;5.02
2025-01-02 10:50:00;109.6;104;3.7;4.84
2025-01-02 10:55:00;111.6;109.2;3.7;5.4
2025-01-02 11:00:00;119.8;117.8;3.74;5.6
2025-01-02 11:05:00;129.2;126.2;3.78;5.96
2025-01-02 11:10:00;139.6;135.8;3.82;5.98
2025-01-02 11:15:00;154.4;144;3.9;5.54
2025-01-02 11:20:00;140.4;133.8;3.98;5.02
2025-01-02 11:25:00;134.8;128.6;4;4.48
2025-01-02 11:30:00;102.8;95.2;4;4.9
2025-01-02 11:35:00;72.2;65.8;3.94;5.86
2025-01-02 11:40:00;88.4;78.6;3.9;5.76
2025-01-02 11:45:00;98.6;86;3.9;4.5
2025-01-02 11:50:00;100.6;83.4;3.9;4.48
2025-01-02 11:55:00;97.8;73.2;3.9;4.28
2025-01-02 12:00:00;64.8;56;3.8;6.26
2025-01-02 12:05:00;92.2;60;3.86;4.7
2025-01-02 12:10:00;106.2;71.6;3.86;5.22
2025-01-02 12:15:00;126.2;76.4;3.84;5.1
2025-01-02 12:20:00;98.8;75;3.84;5.14
2025-01-02 12:25:00;171.4;87.6;3.94;5.88
2025-01-02 12:30:00;203.4;85.8;4.2;5.42
2025-01-02 12:35:00;233.4;82.8;4.44;4.52
2025-01-02 12:40:00;221.4;77.6;4.5;4.72
2025-01-02 12:45:00;237.6;84;4.86;5.04
2025-01-02 12:50:00;242.6;90.6;5.2;6.62
2025-01-02 12:55:00;241.6;93.4;5.02;8.72
2025-01-02 13:00:00;220.2;130.2;4.84;6.12
2025-01-02 13:05:00;120.2;106.6;4.82;6.28
2025-01-02 13:10:00;106.6;102;4.66;6.56
2025-01-02 13:15:00;134.4;109;4.56;6.9
2025-01-02 13:20:00;119.2;104.2;4.56;5.3
2025-01-02 13:25:00;208.2;126.6;4.66;6.96
2025-01-02 13:30:00;150.8;128.4;4.68;6.34
2025-01-02 13:35:00;98.8;96.2;4.7;3.6
2025-01-02 13:40:00;75.6;73.8;4.7;3.76
2025-01-02 13:45:00;82.8;78;4.76;3.98
2025-01-02 13:50:00;82.6;79.4;4.7;4.56
2025-01-02 13:55:00;88.2;87.4;4.62;4.58
2025-01-02 14:00:00;69.6;69.4;4.6;5.76
2025-01-02 14:05:00;75;74.2;4.5;4.34
2025-01-02 14:10:00;53.4;52.8;4.6;5.28
2025-01-02 14:15:00;40;39.6;4.62;4.38
2025-01-02 14:20:00;41;40.4;4.6;5.5
2025-01-02 14:25:00;41;40.8;4.6;5.88
2025-01-02 14:30:00;41;41.2;4.6;4.86
2025-01-02 14:35:00;34.8;34;4.52;4.76
2025-01-02 14:40:00;40;39.4;4.52;4.3
2025-01-02 14:45:00;33.8;33;4.6;4
2025-01-02 14:50:00;36.2;33.8;4.6;4.62
2025-01-02 14:55:00;39.8;34.6;4.64;4.04
2025-01-02 15:00:00;40.2;37.2;4.68;6.84
2025-01-02 15:05:00;30.2;27.6;4.7;5.8
2025-01-02 15:10:00;24.2;23.6;4.7;5.18
2025-01-02 15:15:00;17;16.2;4.66;4.66
2025-01-02 15:20:00;14.6;14;4.6;4.88
2025-01-02 15:25:00;17.2;17;4.56;4.7
2025-01-02 15:30:00;16;15.4;4.54;3.92
2025-01-02 15:35:00;11.8;11.6;4.58;3.1
2025-01-02 15:40:00;8.8;8.2;4.56;4.12
2025-01-02 15:45:00;6.4;5.6;4.5;3.96
2025-01-02 15:50:00;4.6;4;4.5;3.46
2025-01-02 15:55:00;3.2;2.8;4.56;4.48
2025-01-02 16:00:00;3;2;4.6;4.66
2025-01-02 16:05:00;2.2;1.4;4.6;3.66
2025-01-02 16:10:00;0;0;4.56;4.04
2025-01-02 16:15:00;0;0;4.5;5.74
2025-01-02 16:20:00;0;0;4.5;4.5
2025-01-02 16:25:00;0;0;4.5;3.68
2025-01-02 16:30:00;0;0;4.5;4.02
2025-01-02 16:35:00;0;0;4.5;4.12
2025-01-02 16:40:00;0;0;4.5;4.58
2025-01-02 16:45:00;0;0;4.5;4.18
2025-01-02 16:50:00;0;0;4.5;3.04
2025-01-02 16:55:00;0;0;4.5;3.68
2025-01-02 17:00:00;0;0;4.48;4.4
2025-01-02 17:05:00;0;0;4.42;3.36
2025-01-02 17:10:00;0;0;4.38;4.58
2025-01-02 17:15:00;0;0;4.3;3.6
2025-01-02 17:20:00;0;0;4.2;3.28
2025-01-02 17:25:00;0;0;4.16;3.78
2025-01-02 17:30:00;0;0;4.12;3.46
2025-01-02 17:35:00;0;0;4.1;3.06
2025-01-02 17:40:00;0;0;4.04;3.16
2025-01-02 17:45:00;0;0;4.08;3.74
2025-01-02 17:50:00;0;0;4.02;4.18
2025-01-02 17:55:00;0;0;4;3.76
2025-01-02 18:00:00;0;0;4;4.28
2025-01-02 18:05:00;0;0;4;3.72
2025-01-02 18:10:00;0;0;4;3.82
2025-01-02 18:15:00;0;0;3.96;3.26
2025-01-02 18:20:00;0;0;3.9;2.72
2025-01-02 18:25:00;0;0;3.9;3.2
2025-01-02 18:30:00;0;0;3.82;2.72
2025-01-02 18:35:00;0;0;3.8;2.82
2025-01-02 18:40:00;0;0;3.8;3.32
2025-01-02 18:45:00;0;0;3.8;2.7
2025-01-02 18:50:00;0;0;3.8;3.12
2025-01-02 18:55:00;0;0;3.8;4.28
2025-01-02 19:00:00;0;0;3.86;3.84
2025-01-02 19:05:00;0;0;3.8;3.2
2025-01-02 19:10:00;0;0;3.8;3
2025-01-02 19:15:00;0;0;3.76;3.58
2025-01-02 19:20:00;0;0;3.64;3.02
2025-01-02 19:25:00;0;0;3.6;3.72
2025-01-02 19:30:00;0;0;3.58;3.44
2025-01-02 19:35:00;0;0;3.5;3.92
2025-01-02 19:40:00;0;0;3.46;4.04
2025-01-02 19:45:00;0;0;3.5;4.06
2025-01-02 19:50:00;0;0;3.48;5.9
2025-01-02 19:55:00;0;0;3.28;7.2
2025-01-02 20:00:00;0;0;3.14;4.66
2025-01-02 20:05:00;0;0;3.1;3.4
2025-01-02 20:10:00;0;0;3.1;4.6
2025-01-02 20:15:00;0;0;3.1;4.08
2025-01-02 20:20:00;0;0;3.14;5.34
2025-01-02 20:25:00;0;0;3.18;4.88
2025-01-02 20:30:00;0;0;3.1;5.36
2025-01-02 20:35:00;0;0;3.1;4.34
